#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HMGCS2	PPARGC1A	4443311	4435507	9606.ENSP00000358414	9606.ENSP00000264867	0	0	0	0	0.057	0	0	0.412	0.422
CHST15	ACSF2	4448230	4448199	9606.ENSP00000402394	9606.ENSP00000401831	0	0	0	0	0	0	0	0.422	0.422
CCL11	SELL	4437839	4433660	9606.ENSP00000302234	9606.ENSP00000236147	0	0	0	0	0.044	0	0	0.421	0.422
GBP4	ISG20	4443540	4438236	9606.ENSP00000359490	9606.ENSP00000306565	0	0	0	0	0.129	0	0	0.364	0.422
SLAMF1	THY1	4438202	4436571	9606.ENSP00000306190	9606.ENSP00000284240	0	0	0	0	0	0	0	0.422	0.422
MMP1	CXCL3	4439553	4437221	9606.ENSP00000322788	9606.ENSP00000296026	0	0	0	0	0.155	0	0	0.343	0.422
GJA4	SELP	4441358	4435297	9606.ENSP00000343676	9606.ENSP00000263686	0	0	0	0	0.147	0	0	0.351	0.422
ITK	SLAMF6	4448039	4443018	9606.ENSP00000398655	9606.ENSP00000357036	0	0	0	0	0.218	0	0	0.291	0.422
LEF1	STAT3	4435569	4435468	9606.ENSP00000265165	9606.ENSP00000264657	0	0	0	0	0.049	0	0	0.418	0.422
CD34	GZMB	4438554	4432950	9606.ENSP00000310036	9606.ENSP00000216341	0	0	0	0	0	0	0	0.422	0.422
CCL4	SELP	4451651	4435297	9606.ENSP00000482259	9606.ENSP00000263686	0	0	0	0	0.115	0	0	0.374	0.422
A1CF	STC1	4446414	4436848	9606.ENSP00000378868	9606.ENSP00000290271	0	0	0	0	0	0	0	0.422	0.422
BCAT1	TPK1	4450085	4442329	9606.ENSP00000443459	9606.ENSP00000353165	0.044	0	0	0	0	0	0	0.421	0.422
TDO2	G6PC	4450131	4434327	9606.ENSP00000444788	9606.ENSP00000253801	0	0	0	0	0.081	0	0	0.397	0.422
NOD2	DEFB1	4437679	4437405	9606.ENSP00000300589	9606.ENSP00000297439	0	0	0	0	0	0	0	0.422	0.422
LYN	ITGA5	4449476	4437011	9606.ENSP00000428924	9606.ENSP00000293379	0	0	0	0	0.062	0.084	0.360	0.073	0.422
EOMES	CD274	4447558	4445568	9606.ENSP00000388620	9606.ENSP00000370989	0	0	0	0	0	0	0	0.422	0.422
COL4A1	GJA1	4444632	4436500	9606.ENSP00000364979	9606.ENSP00000282561	0	0	0	0	0.344	0	0	0.154	0.422
DDC	KMO	4448281	4442693	9606.ENSP00000403644	9606.ENSP00000355517	0	0	0	0	0.149	0	0	0.349	0.422
FAIM2	OLFM4	4439485	4433058	9606.ENSP00000321951	9606.ENSP00000219022	0	0	0	0	0	0	0	0.422	0.422
KDR	MMP7	4435337	4434758	9606.ENSP00000263923	9606.ENSP00000260227	0	0	0	0	0	0	0	0.422	0.422
SERPINA1	PIM3	4448813	4442403	9606.ENSP00000416066	9606.ENSP00000353824	0	0	0	0	0	0	0	0.422	0.422
CD44	CXCL9	4448037	4442567	9606.ENSP00000398632	9606.ENSP00000354901	0	0	0	0	0	0	0	0.423	0.422
FCGR3B	CD86	4449681	4440320	9606.ENSP00000433642	9606.ENSP00000332049	0	0	0	0	0.261	0	0	0.250	0.422
SELP	LCP2	4435297	4432628	9606.ENSP00000263686	9606.ENSP00000046794	0	0	0	0	0.241	0	0	0.269	0.422
TSC22D3	BCL2A1	4443926	4435793	9606.ENSP00000361458	9606.ENSP00000267953	0	0	0	0	0	0	0	0.422	0.422
FCN1	CR1	4443817	4442796	9606.ENSP00000360871	9606.ENSP00000356016	0	0	0	0	0.213	0.157	0	0.199	0.422
IFNAR2	SOCS1	4441382	4440100	9606.ENSP00000343957	9606.ENSP00000329418	0	0	0	0	0	0	0	0.423	0.422
GCNT2	NAT8	4445238	4436027	9606.ENSP00000368917	9606.ENSP00000272425	0	0	0	0	0	0	0	0.422	0.422
IL2RA	ANXA5	4445295	4437297	9606.ENSP00000369293	9606.ENSP00000296511	0	0	0	0	0	0	0	0.422	0.422
NLN	SYNE1	4445479	4442844	9606.ENSP00000370372	9606.ENSP00000356224	0	0	0	0	0	0.423	0	0	0.422
CSF2RB	TNFRSF1B	4447068	4444700	9606.ENSP00000384053	9606.ENSP00000365435	0	0	0	0	0.309	0	0	0.197	0.421
PRDM1	LEF1	4443256	4435569	9606.ENSP00000358092	9606.ENSP00000265165	0	0	0	0	0.050	0	0	0.416	0.421
SELL	ST8SIA4	4433660	4433535	9606.ENSP00000236147	9606.ENSP00000231461	0	0	0	0	0.076	0	0	0.400	0.421
ACSL4	STAT3	4440986	4435468	9606.ENSP00000339787	9606.ENSP00000264657	0	0	0	0	0	0	0	0.421	0.421
STAT1	ACAT1	4442456	4435651	9606.ENSP00000354394	9606.ENSP00000265838	0	0	0	0	0	0	0	0.421	0.421
LCP1	CYBB	4446831	4445083	9606.ENSP00000381581	9606.ENSP00000367851	0	0	0	0	0.370	0	0	0.119	0.421
CSF2RB	NCF2	4447068	4442905	9606.ENSP00000384053	9606.ENSP00000356505	0	0	0	0	0.395	0	0	0.082	0.421
CD44	CDH3	4448037	4435356	9606.ENSP00000398632	9606.ENSP00000264012	0	0	0	0	0	0	0	0.421	0.421
PIM3	TIMP1	4442403	4433052	9606.ENSP00000353824	9606.ENSP00000218388	0	0	0	0	0	0	0	0.421	0.421
IL2RA	HLA-DQB1	4445295	4444478	9606.ENSP00000369293	9606.ENSP00000364080	0	0	0	0	0.089	0	0	0.390	0.421
IFI16	NOD2	4443043	4437679	9606.ENSP00000357113	9606.ENSP00000300589	0	0	0	0	0.068	0	0	0.404	0.421
MUC20	GCNT2	4448730	4445238	9606.ENSP00000414350	9606.ENSP00000368917	0	0	0	0	0	0	0	0.421	0.421
SOD2	TST	4450194	4447278	9606.ENSP00000446252	9606.ENSP00000385828	0	0	0	0	0.064	0	0	0.407	0.421
CCL20	DEFB1	4442174	4437405	9606.ENSP00000351671	9606.ENSP00000297439	0	0	0	0	0.076	0	0	0.400	0.421
CCL4	TNFSF13B	4451651	4444645	9606.ENSP00000482259	9606.ENSP00000365048	0	0	0	0	0.139	0	0	0.356	0.421
S100A2	ANXA6	4443156	4441634	9606.ENSP00000357697	9606.ENSP00000346550	0	0	0	0	0.063	0.279	0	0.212	0.421
IFI44	GBP4	4443609	4443540	9606.ENSP00000359783	9606.ENSP00000359490	0	0	0	0	0.120	0	0	0.368	0.421
IL2RA	IL1RN	4445295	4434682	9606.ENSP00000369293	9606.ENSP00000259206	0	0	0	0	0.076	0	0	0.400	0.421
ICAM2	KDR	4448780	4435337	9606.ENSP00000415283	9606.ENSP00000263923	0	0	0	0	0.063	0	0	0.408	0.421
ASRGL1	SLC7A5	4448102	4434914	9606.ENSP00000400057	9606.ENSP00000261622	0	0	0	0	0	0	0	0.421	0.421
SOD2	CXCL2	4450194	4449392	9606.ENSP00000446252	9606.ENSP00000427279	0	0	0	0	0.161	0	0	0.339	0.421
FPR1	FCGR3B	4450996	4449681	9606.ENSP00000471493	9606.ENSP00000433642	0	0	0	0	0.351	0	0	0.144	0.421
SEC14L1	SEC24D	4446023	4436381	9606.ENSP00000376268	9606.ENSP00000280551	0	0	0	0	0.066	0	0	0.405	0.421
CCL18	VCAM1	4451437	4437090	9606.ENSP00000479955	9606.ENSP00000294728	0	0	0	0	0.178	0	0	0.324	0.421
CIITA	AIM2	4451905	4443042	9606.ENSP00000485010	9606.ENSP00000357112	0	0	0	0	0.076	0	0	0.400	0.421
CADM1	BATF3	4440130	4433855	9606.ENSP00000329797	9606.ENSP00000243440	0	0	0	0	0	0	0	0.421	0.421
ESPN	MYO1D	4444952	4439692	9606.ENSP00000367059	9606.ENSP00000324527	0	0	0	0	0.064	0.104	0	0.365	0.421
ANKRD22	ACPP	4443841	4439571	9606.ENSP00000360998	9606.ENSP00000323036	0	0	0	0	0.076	0	0	0.399	0.421
CYR61	AREG	4448043	4446446	9606.ENSP00000398736	9606.ENSP00000379097	0	0	0	0	0	0	0	0.420	0.420
PHGR1	GUCA2B	4448535	4443971	9606.ENSP00000410024	9606.ENSP00000361662	0	0	0	0	0.420	0	0	0	0.420
TGFBI	TIMP1	4448825	4433052	9606.ENSP00000416330	9606.ENSP00000218388	0	0	0	0	0.174	0	0	0.327	0.420
SELP	ST8SIA4	4435297	4433535	9606.ENSP00000263686	9606.ENSP00000231461	0	0	0	0	0	0	0	0.421	0.420
CXCL8	CD38	4438229	4433362	9606.ENSP00000306512	9606.ENSP00000226279	0	0	0	0	0	0	0	0.421	0.420
LIPC	PPARG	4437532	4436745	9606.ENSP00000299022	9606.ENSP00000287820	0	0	0	0	0	0	0	0.421	0.420
VAV1	SLAMF6	4451047	4443018	9606.ENSP00000472929	9606.ENSP00000357036	0	0	0	0	0.147	0	0	0.348	0.420
ANXA5	MMP7	4437297	4434758	9606.ENSP00000296511	9606.ENSP00000260227	0	0	0	0	0	0	0	0.420	0.420
MICB	GZMB	4434214	4432950	9606.ENSP00000252229	9606.ENSP00000216341	0	0	0	0	0	0	0	0.421	0.420
ANKRD22	GBP5	4443841	4443538	9606.ENSP00000360998	9606.ENSP00000359488	0	0	0	0	0.241	0	0	0.268	0.420
RUNX3	STAT3	4446960	4435468	9606.ENSP00000382800	9606.ENSP00000264657	0	0	0	0	0	0	0	0.421	0.420
C11orf52	TMCC3	4436298	4434839	9606.ENSP00000278601	9606.ENSP00000261226	0	0	0	0	0	0	0	0.420	0.420
CD34	PPARG	4438554	4436745	9606.ENSP00000310036	9606.ENSP00000287820	0	0	0	0	0	0	0	0.420	0.420
VCAM1	MMP7	4437090	4434758	9606.ENSP00000294728	9606.ENSP00000260227	0	0	0	0	0	0	0	0.420	0.420
SPON2	LOXL1	4451791	4434982	9606.ENSP00000483599	9606.ENSP00000261921	0	0	0	0	0.077	0	0	0.397	0.420
SPARCL1	THBS1	4448749	4434771	9606.ENSP00000414856	9606.ENSP00000260356	0	0	0	0	0	0	0	0.421	0.420
MME	ITGAL	4448967	4441903	9606.ENSP00000418525	9606.ENSP00000349252	0	0	0	0	0	0	0	0.420	0.420
PTPRC	LILRB1	4448605	4439032	9606.ENSP00000411355	9606.ENSP00000315997	0	0	0	0	0.210	0.059	0	0.282	0.420
ZEB1	ABCG2	4442472	4433689	9606.ENSP00000354487	9606.ENSP00000237612	0	0	0	0	0	0	0	0.420	0.420
CD274	CXCL13	4445568	4436695	9606.ENSP00000370989	9606.ENSP00000286758	0	0	0	0	0	0	0	0.420	0.420
COL5A2	ITGA5	4444466	4437011	9606.ENSP00000364000	9606.ENSP00000293379	0	0	0	0	0.118	0	0	0.369	0.420
PTPRC	CCL20	4448605	4442174	9606.ENSP00000411355	9606.ENSP00000351671	0	0	0	0	0	0	0	0.421	0.420
CXCL13	STAT3	4436695	4435468	9606.ENSP00000286758	9606.ENSP00000264657	0	0	0	0	0	0	0	0.420	0.420
VCAM1	SPARC	4437090	4433520	9606.ENSP00000294728	9606.ENSP00000231061	0	0	0	0	0.147	0	0	0.348	0.420
SERPINA1	PLEK	4448813	4433624	9606.ENSP00000416066	9606.ENSP00000234313	0	0	0	0	0.118	0	0	0.370	0.420
CD274	CD86	4445568	4440320	9606.ENSP00000370989	9606.ENSP00000332049	0	0	0	0.590	0.116	0	0	0.846	0.420
PTGR1	SLC7A11	4447270	4436386	9606.ENSP00000385763	9606.ENSP00000280612	0	0	0	0	0	0	0	0.420	0.420
CD180	CD79A	4434486	4433192	9606.ENSP00000256447	9606.ENSP00000221972	0	0	0	0	0.125	0	0	0.364	0.420
CSF2RB	GIMAP8	4447068	4438102	9606.ENSP00000384053	9606.ENSP00000305107	0	0	0	0	0.420	0	0	0	0.420
REG3A	OLFM4	4446197	4433058	9606.ENSP00000377456	9606.ENSP00000219022	0	0	0	0	0.298	0	0	0.208	0.420
IL1B	COL1A1	4435241	4433346	9606.ENSP00000263341	9606.ENSP00000225964	0	0	0	0	0	0	0	0.420	0.420
BEST2	EGR1	4450257	4433758	9606.ENSP00000448310	9606.ENSP00000239938	0	0	0	0	0	0	0	0.420	0.420
CEBPB	CCL2	4438125	4433339	9606.ENSP00000305422	9606.ENSP00000225831	0	0	0	0	0.076	0	0	0.398	0.420
MMP9	PTGES	4443919	4441253	9606.ENSP00000361405	9606.ENSP00000342385	0	0	0	0	0	0	0	0.421	0.420
ARHGAP9	MYH10	4446186	4442375	9606.ENSP00000377380	9606.ENSP00000353590	0	0	0	0	0	0.363	0	0.128	0.420
STAT1	GPR29	4442456	4441381	9606.ENSP00000354394	9606.ENSP00000343952	0	0	0	0	0	0	0	0.420	0.420
PIK3R5	LCP2	4447768	4432628	9606.ENSP00000392812	9606.ENSP00000046794	0	0	0	0	0.378	0	0	0.104	0.419
ARHGAP44	LCP2	4445257	4432628	9606.ENSP00000368994	9606.ENSP00000046794	0	0	0	0	0.078	0	0	0.395	0.419
GPR183	SELL	4444726	4433660	9606.ENSP00000365596	9606.ENSP00000236147	0	0	0	0	0.305	0	0	0.198	0.419
PTAFR	CXCL10	4444275	4438146	9606.ENSP00000362965	9606.ENSP00000305651	0	0	0	0	0.106	0	0	0.376	0.419
S100A8	PTGS2	4443164	4442894	9606.ENSP00000357722	9606.ENSP00000356438	0	0	0	0	0.112	0	0	0.373	0.419
ANXA1	S100A9	4444796	4443166	9606.ENSP00000366109	9606.ENSP00000357727	0	0	0	0	0.089	0	0	0.389	0.419
MSN	ANXA6	4442353	4441634	9606.ENSP00000353408	9606.ENSP00000346550	0	0	0	0	0.061	0	0	0.407	0.419
PRDM1	CD5	4443256	4441273	9606.ENSP00000358092	9606.ENSP00000342681	0	0	0	0	0.060	0	0	0.407	0.419
CD40	CD180	4443911	4434486	9606.ENSP00000361359	9606.ENSP00000256447	0	0	0	0	0.084	0	0	0.391	0.419
TGFBI	HOXA9	4448825	4441349	9606.ENSP00000416330	9606.ENSP00000343619	0	0	0	0	0	0	0	0.419	0.419
MME	EDNRA	4448967	4438963	9606.ENSP00000418525	9606.ENSP00000315011	0	0	0	0	0	0	0	0.419	0.419
MMP1	CXCL11	4439553	4438264	9606.ENSP00000322788	9606.ENSP00000306884	0	0	0	0	0.076	0	0	0.398	0.419
ANGPT2	ITGA5	4438957	4437011	9606.ENSP00000314897	9606.ENSP00000293379	0	0	0	0	0	0.313	0	0.189	0.419
TCF4	CD34	4446804	4438554	9606.ENSP00000381382	9606.ENSP00000310036	0	0	0	0	0.076	0	0	0.398	0.419
CCL18	IDO1	4451437	4449569	9606.ENSP00000479955	9606.ENSP00000430950	0	0	0	0	0.106	0	0	0.377	0.419
GBP5	IL1B	4443538	4435241	9606.ENSP00000359488	9606.ENSP00000263341	0	0	0	0	0.138	0	0	0.354	0.419
FGR	SELP	4444303	4435297	9606.ENSP00000363117	9606.ENSP00000263686	0	0	0	0	0.205	0.063	0	0.283	0.419
SELL	CD79A	4433660	4433192	9606.ENSP00000236147	9606.ENSP00000221972	0	0	0	0	0.293	0	0	0.212	0.419
RNF213	PPP2R3A	4450730	4435527	9606.ENSP00000464087	9606.ENSP00000264977	0	0	0	0	0	0	0	0.419	0.419
FPR1	PTAFR	4450996	4444275	9606.ENSP00000471493	9606.ENSP00000362965	0	0	0	0.633	0.322	0	0	0.417	0.419
MMP12	PLAU	4450601	4444017	9606.ENSP00000458585	9606.ENSP00000361850	0	0	0	0	0.076	0	0	0.397	0.419
CR1	CD86	4442796	4440320	9606.ENSP00000356016	9606.ENSP00000332049	0	0	0	0	0.139	0	0	0.352	0.419
PTPRC	IRAK3	4448605	4434840	9606.ENSP00000411355	9606.ENSP00000261233	0	0	0	0	0.170	0.160	0	0.233	0.419
ITK	SOCS1	4448039	4440100	9606.ENSP00000398655	9606.ENSP00000329418	0	0	0	0	0.061	0.319	0	0.165	0.419
SEC24D	HSD17B2	4436381	4432776	9606.ENSP00000280551	9606.ENSP00000199936	0	0	0	0	0	0	0	0.419	0.419
SLC17A4	ARHGDIB	4444965	4433442	9606.ENSP00000367137	9606.ENSP00000228945	0	0	0	0	0	0	0	0.418	0.418
CASP1	RAC2	4449658	4434085	9606.ENSP00000433138	9606.ENSP00000249071	0	0	0	0	0.277	0.054	0	0.218	0.418
LOXL2	CCDC80	4445831	4432819	9606.ENSP00000373783	9606.ENSP00000206423	0	0	0	0	0.131	0	0	0.357	0.418
ITGA5	SPARC	4437011	4433520	9606.ENSP00000293379	9606.ENSP00000231061	0	0	0	0	0.262	0	0	0.243	0.418
DEFB1	IL1B	4437405	4435241	9606.ENSP00000297439	9606.ENSP00000263341	0	0	0	0	0	0	0	0.418	0.418
TMEM163	CDH11	4436453	4435829	9606.ENSP00000281924	9606.ENSP00000268603	0	0	0	0	0.063	0	0	0.405	0.418
GJD3	GJA4	4450717	4441358	9606.ENSP00000463752	9606.ENSP00000343676	0	0	0	0.860	0	0	0.360	0.669	0.418
CD55	THY1	4442798	4436571	9606.ENSP00000356030	9606.ENSP00000284240	0	0	0	0	0	0	0	0.419	0.418
BRINP3	LPHN2	4442890	4439511	9606.ENSP00000356432	9606.ENSP00000322270	0	0	0	0	0.062	0	0	0.405	0.418
PTPRC	CD55	4448605	4442798	9606.ENSP00000411355	9606.ENSP00000356030	0	0	0	0	0	0	0	0.418	0.418
FCGR3B	ITGB2	4449681	4446737	9606.ENSP00000433642	9606.ENSP00000380948	0	0	0	0	0.276	0	0	0.229	0.418
GALNT2	FADS1	4442721	4439505	9606.ENSP00000355632	9606.ENSP00000322229	0	0	0	0	0	0	0	0.418	0.418
PPARG	FGF2	4436745	4435443	9606.ENSP00000287820	9606.ENSP00000264498	0	0	0	0	0	0	0	0.418	0.418
ESAM	SELL	4436321	4433660	9606.ENSP00000278927	9606.ENSP00000236147	0	0	0	0	0	0	0	0.418	0.418
OSBPL1A	CATSPERB	4439350	4434472	9606.ENSP00000320291	9606.ENSP00000256343	0	0	0	0	0	0	0	0.418	0.418
SOCS3	OSMR	4440175	4436121	9606.ENSP00000330341	9606.ENSP00000274276	0	0	0	0	0.064	0	0	0.404	0.418
VAV3	PDGFRB	4443450	4434952	9606.ENSP00000359073	9606.ENSP00000261799	0	0	0	0	0	0.372	0	0.111	0.418
SELP	THBS1	4435297	4434771	9606.ENSP00000263686	9606.ENSP00000260356	0	0	0	0	0	0	0	0.418	0.418
BCL2A1	IL1RN	4435793	4434682	9606.ENSP00000267953	9606.ENSP00000259206	0	0	0	0	0.345	0	0	0.148	0.418
TFF1	XBP1	4436911	4432900	9606.ENSP00000291527	9606.ENSP00000216037	0	0	0	0	0.070	0	0	0.400	0.418
NR1H4	CPT1A	4450225	4435626	9606.ENSP00000447149	9606.ENSP00000265641	0	0	0	0	0.061	0.050	0	0.400	0.418
CD274	EMR1	4445568	4438706	9606.ENSP00000370989	9606.ENSP00000311545	0	0	0	0	0.062	0	0	0.405	0.418
NCF2	HCLS1	4442905	4439338	9606.ENSP00000356505	9606.ENSP00000320176	0	0	0	0	0.353	0	0	0.137	0.418
SIRPA	DMBT1	4446972	4443222	9606.ENSP00000382941	9606.ENSP00000357905	0	0	0	0	0	0	0	0.418	0.418
CD2	ACKR1	4443326	4443040	9606.ENSP00000358490	9606.ENSP00000357103	0	0	0	0	0	0	0	0.418	0.418
IFI16	IL1B	4443043	4435241	9606.ENSP00000357113	9606.ENSP00000263341	0	0	0	0	0.118	0	0	0.367	0.418
CDH11	FAP	4435829	4432748	9606.ENSP00000268603	9606.ENSP00000188790	0	0	0	0	0.344	0	0	0.148	0.418
TMEM37	GLIPR1	4437934	4435718	9606.ENSP00000303148	9606.ENSP00000266659	0	0	0	0	0	0	0	0.418	0.418
CD2	SELP	4443326	4435297	9606.ENSP00000358490	9606.ENSP00000263686	0	0	0	0	0.213	0	0	0.291	0.418
MMP3	ANXA5	4437610	4437297	9606.ENSP00000299855	9606.ENSP00000296511	0	0	0	0	0.061	0	0	0.405	0.417
TCF4	BHLHE22	4446804	4439224	9606.ENSP00000381382	9606.ENSP00000318799	0	0	0	0	0.077	0.361	0	0.091	0.417
CLEC7A	CLEC4E	4437867	4437590	9606.ENSP00000302569	9606.ENSP00000299663	0	0	0	0.635	0.175	0	0	0.811	0.417
CTLA4	CCL11	4438004	4437839	9606.ENSP00000303939	9606.ENSP00000302234	0	0	0	0	0.064	0	0	0.403	0.417
C1R	CFB	4449877	4448835	9606.ENSP00000438615	9606.ENSP00000416561	0	0	0	0.547	0.192	0	0	0.631	0.417
VSTM2A	PROK2	4447073	4437166	9606.ENSP00000384103	9606.ENSP00000295619	0	0	0	0	0	0	0	0.417	0.417
SPARCL1	PTGDS	4448749	4443785	9606.ENSP00000414856	9606.ENSP00000360687	0	0	0	0	0.374	0	0	0.108	0.417
CSF3R	F2RL2	4444109	4437317	9606.ENSP00000362195	9606.ENSP00000296641	0	0	0	0	0	0	0	0.417	0.417
ACOX2	ACAT1	4438346	4435651	9606.ENSP00000307697	9606.ENSP00000265838	0.055	0	0	0	0.158	0	0	0.327	0.417
NR4A3	HSD3B2	4451630	4450147	9606.ENSP00000482027	9606.ENSP00000445122	0	0	0	0	0	0	0	0.417	0.417
EMR1	ANXA5	4438706	4437297	9606.ENSP00000311545	9606.ENSP00000296511	0	0	0	0	0	0	0	0.417	0.417
IGFBP7	VWF	4437173	4434871	9606.ENSP00000295666	9606.ENSP00000261405	0	0	0	0	0.113	0	0	0.370	0.417
VCAM1	CXCL6	4437090	4433365	9606.ENSP00000294728	9606.ENSP00000226317	0	0	0	0	0.080	0	0	0.392	0.417
CYBB	S100A8	4445083	4443164	9606.ENSP00000367851	9606.ENSP00000357722	0	0	0	0	0.346	0	0	0.145	0.417
CD5	SERPING1	4441273	4436285	9606.ENSP00000342681	9606.ENSP00000278407	0	0	0	0	0	0	0	0.416	0.416
IRS1	TBC1D1	4438085	4434878	9606.ENSP00000304895	9606.ENSP00000261439	0	0	0	0	0.061	0	0	0.403	0.416
DEFA6	MMP7	4437404	4434758	9606.ENSP00000297436	9606.ENSP00000260227	0	0	0	0	0	0	0	0.416	0.416
NR1H4	FAM150B	4450225	4447140	9606.ENSP00000447149	9606.ENSP00000384604	0	0	0	0	0	0	0	0.416	0.416
MUC1	ZEB1	4451890	4442472	9606.ENSP00000484824	9606.ENSP00000354487	0	0	0	0	0	0	0	0.416	0.416
PDPN	FGF2	4437078	4435443	9606.ENSP00000294489	9606.ENSP00000264498	0	0	0	0	0.069	0	0	0.399	0.416
RUNX3	TAGAP	4446960	4442799	9606.ENSP00000382800	9606.ENSP00000356033	0	0	0	0	0.180	0	0	0.318	0.416
SERPINB5	THY1	4445723	4436571	9606.ENSP00000372221	9606.ENSP00000284240	0	0	0	0	0	0	0	0.416	0.416
ZNF521	CD34	4442544	4438554	9606.ENSP00000354794	9606.ENSP00000310036	0	0	0	0	0.088	0	0	0.386	0.416
FBN1	CDH11	4439770	4435829	9606.ENSP00000325527	9606.ENSP00000268603	0	0	0	0	0.230	0.063	0	0.256	0.416
SEMA4A	HGF	4443075	4433227	9606.ENSP00000357268	9606.ENSP00000222390	0	0	0	0	0	0	0	0.416	0.416
THBD	MMP9	4444829	4443919	9606.ENSP00000366307	9606.ENSP00000361405	0	0	0	0	0.133	0	0	0.355	0.416
UGT1A6	CYP4F2	4437939	4433177	9606.ENSP00000303174	9606.ENSP00000221700	0	0	0	0	0.118	0	0	0.364	0.416
CALU	SNCAIP	4449856	4434862	9606.ENSP00000438248	9606.ENSP00000261368	0	0	0	0	0	0	0	0.416	0.416
WIPF1	MYH10	4446038	4442375	9606.ENSP00000376330	9606.ENSP00000353590	0	0	0	0	0	0.327	0	0.168	0.416
HMGCS2	ACOX2	4443311	4438346	9606.ENSP00000358414	9606.ENSP00000307697	0	0	0	0	0.097	0	0	0.379	0.416
ITK	DOCK8	4448039	4447871	9606.ENSP00000398655	9606.ENSP00000394888	0	0	0	0	0.224	0.079	0	0.248	0.416
PITX2	CXCL6	4438026	4433365	9606.ENSP00000304169	9606.ENSP00000226317	0	0	0	0	0	0	0	0.416	0.416
CHST2	MADCAM1	4438370	4432866	9606.ENSP00000307911	9606.ENSP00000215637	0	0	0	0	0	0	0	0.417	0.416
KMO	ELL2	4442693	4433695	9606.ENSP00000355517	9606.ENSP00000237853	0	0	0	0	0	0	0	0.416	0.416
BTG3	SLCO4A1	4441444	4433000	9606.ENSP00000344609	9606.ENSP00000217159	0	0	0	0	0.061	0	0	0.404	0.416
PHLPP2	PDE4C	4450590	4441745	9606.ENSP00000457991	9606.ENSP00000347689	0	0	0	0	0.097	0.137	0	0.311	0.416
CLDN1	CDH3	4437159	4435356	9606.ENSP00000295522	9606.ENSP00000264012	0	0	0	0	0.166	0	0	0.328	0.416
CIITA	BATF3	4451905	4433855	9606.ENSP00000485010	9606.ENSP00000243440	0	0	0	0	0.061	0	0	0.403	0.416
SYT11	OPN3	4443083	4442692	9606.ENSP00000357307	9606.ENSP00000355512	0	0	0	0	0	0	0	0.416	0.416
PARVG	DOK3	4447700	4441966	9606.ENSP00000391583	9606.ENSP00000349727	0	0	0	0	0.416	0	0	0	0.416
C1S	IFIT3	4447198	4443820	9606.ENSP00000385035	9606.ENSP00000360883	0	0	0	0	0.062	0	0	0.403	0.416
PIK3R5	TECPR2	4447768	4442257	9606.ENSP00000392812	9606.ENSP00000352510	0	0	0	0	0	0	0	0.416	0.416
PHLPP2	PDE4B	4450590	4440326	9606.ENSP00000457991	9606.ENSP00000332116	0	0	0	0	0.097	0.137	0	0.311	0.416
BCL2A1	RAC2	4435793	4434085	9606.ENSP00000267953	9606.ENSP00000249071	0	0	0	0	0.372	0	0	0.108	0.416
MMP9	CTLA4	4443919	4438004	9606.ENSP00000361405	9606.ENSP00000303939	0	0	0	0	0.085	0	0	0.388	0.416
NR4A3	BIRC3	4451630	4435265	9606.ENSP00000482027	9606.ENSP00000263464	0	0	0	0	0	0	0	0.416	0.416
OLFM1	FAIM2	4443814	4439485	9606.ENSP00000360858	9606.ENSP00000321951	0	0	0	0	0.345	0	0	0.144	0.416
ESAM	KDR	4436321	4435337	9606.ENSP00000278927	9606.ENSP00000263923	0	0	0	0	0.091	0	0	0.384	0.416
NOD2	DEFA6	4437679	4437404	9606.ENSP00000300589	9606.ENSP00000297436	0	0	0	0	0	0	0	0.417	0.416
COL1A2	MGP	4437383	4433441	9606.ENSP00000297268	9606.ENSP00000228938	0	0	0	0	0.206	0	0	0.295	0.416
ECSCR	ELTD1	4451372	4443607	9606.ENSP00000479243	9606.ENSP00000359778	0	0	0	0	0.208	0	0	0.294	0.416
FGFR3	SLC1A3	4440994	4435561	9606.ENSP00000339824	9606.ENSP00000265113	0	0	0	0	0.086	0	0	0.387	0.416
CHST11	PPARG	4438158	4436745	9606.ENSP00000305725	9606.ENSP00000287820	0	0	0	0	0	0	0	0.416	0.416
CYBB	STAT3	4445083	4435468	9606.ENSP00000367851	9606.ENSP00000264657	0	0	0	0	0	0	0	0.417	0.416
GJB3	GJA4	4444170	4441358	9606.ENSP00000362464	9606.ENSP00000343676	0	0	0	0.890	0	0	0.360	0.800	0.415
ANXA5	PDGFRB	4437297	4434952	9606.ENSP00000296511	9606.ENSP00000261799	0	0	0	0	0.061	0	0	0.403	0.415
ITGAX	IL1RN	4450468	4434682	9606.ENSP00000454623	9606.ENSP00000259206	0	0	0	0	0.175	0	0	0.320	0.415
TGFBI	COL12A1	4448825	4439744	9606.ENSP00000416330	9606.ENSP00000325146	0	0	0	0	0.202	0	0	0.297	0.415
FGFR1	COL1A1	4447790	4433346	9606.ENSP00000393312	9606.ENSP00000225964	0	0	0	0	0.117	0.085	0	0.334	0.415
C1S	VWF	4447198	4434871	9606.ENSP00000385035	9606.ENSP00000261405	0	0	0	0	0.127	0	0	0.357	0.415
